,Unnamed: 0,字段,标题
337,,14:27,高通(QCOM.O)：在骁龙相关的产品方面，公司将会继续和谷歌(GOOG.O、GOOGL.O)进行合作。
336,,14:30,两名澳门居民新冠病毒核酸检测呈阳性，有珠海等地旅行史。（央视新闻）
335,,14:30,有色板块临近尾盘持续走低，神火股份、北方稀土、西藏珠峰、新疆众和、华友钴业等多股跌停，洛阳钼业、云铝股份、中矿资源、宏达股份等跌超8%。
334,,14:31,【两名澳门居民新冠病毒核酸检测呈阳性 有珠海等地旅行史】澳门特区政府新型冠状病毒感染应变协调中心8月3日表示，根据珠海卫生部门今天的通报，2名澳门居民8月2日在珠海某检测中心采样的检测结果为阳性。应变协调中心表示，这2名澳门居民为夫妻，现已回澳，澳门卫生局已联络到2人，现正在仁伯爵综合医院接受隔离和诊治中，其中，男性病毒核酸快速检测结果为阳性。据介绍，男性居民近期曾有珠海和中山旅行史，女性居民则除珠海外没有其他旅行史，但其女儿曾在7月19日至24日到西安参加活动，详细资料将稍后公布。
333,,14:32,【雷军将于8月10日做年度演讲】雷军在个人微博称，将于8月10日（下周二）晚上，计划做一场年度演讲。演讲后会发布几个新品；MIUI 13将在年底发布；汽车项目正在紧锣密鼓地推进，目前还在早期的阶段。
332,,14:34,Stellantis(STLA.N)：预计上半年调整后息税前利润为86亿欧元，市场预期为59.38亿欧元。
331,,14:35,郑州市新冠肺炎疫情防控领导小组办公室：自2021年8月3日起，将二七区京广路街道调整为高风险地区。
329,,14:36,乳业股临近尾盘涨幅扩大，西部牧业一度拉升涨逾15%，新乳业涨超9%，伊利股份涨3%，贝因美、熊猫乳品、光明乳业等跟随冲高。
330,,14:36,【一嗨租车拟赴港IPO 业内看好中国租车自驾市场前景】近日，有媒体报道了一嗨租车拟赴港IPO，最快可能在今年底上市的最新消息。对于该消息，一嗨租车方面人士向记者透露称：“公司确实有赴港IPO的计划，只是具体时间还未确定。”对于赴港上市，一嗨租车方面人士表示：“我们面对的市场毕竟还是toC，面对广大消费者，上市可进一步扩大一嗨的市场和品牌影响力。此外，我们也要给一嗨租车的投资者提供流动性。”(证券日报网)
328,,14:37,郑商所甲醇期货主力合约下跌4.07%，报2616元/吨。
327,,14:39,【沪深两市成交额突破1.3万亿元】截至目前，沪深两市成交额突破1.3万亿元，其中沪市成交额5570亿元，深市成交额7451亿元。
326,,14:40,英国石油公司：看到了可再生能源方面巨大的机遇，但公司坚持保持克制。
325,,14:41,【海口打击房地产销售乱象 处罚15家中介机构和2家房地产项目】海口市综合行政执法局开展房地产专项整治，共对15家房地产中介机构和2家房地产项目下达《行政处罚告知书》，拟处罚共136180元。下一步，海口综合行政执法部门将对该市房地产领域继续深入推进整治工作，对房地产领域发现的违法违规行为，将严厉打击、处罚，着力规范房地产市场，切实维护好自贸港房地产销售秩序的健康运行。 (海南日报)
324,,14:43,世界卫生组织8月2日发布的数据显示，自新冠疫情暴发以来，欧洲地区登记的确诊病例已超过6000万例，约占全球确诊病例30%。数据显示，欧洲地区迄今累计死亡病例超过120万例，全球累计死亡病例超过420万例。
323,,14:45,腾讯21万股的大宗交易价格为每股447港元。
322,,14:47,据日本电视台NTV：日本冲绳县新增467例新冠肺炎确诊病例，单日新增创新高。
321,,14:50,【K8203次列车神木锦界站上车一旅客核酸初筛阳性，正复核】8月2日晚10时50分，陕西绥德县接市联防办通知，由府谷开往安康的K8203次列车，经停神木市锦界站上车一名初筛核酸检测阳性的旅客。（澎湃）
320,,14:50,【稳健医疗：受近期德尔塔毒株扩散影响 公司口罩、防护服等防护产品需求大幅增加】稳健医疗在互动平台表示，受近期德尔塔毒株扩散影响，公司口罩、防护服等防护产品需求大幅增加，防护产品国内国外订单均大幅增加，我们防疫产品工厂现阶段全部满负荷生产，公司正加大供应。
319,,14:52,【广州浪奇被强制执行超2亿】天眼查App显示，8月2日，广州市浪奇实业股份有限公司新增一则被执行人信息，执行标的215783168元。相关案号粤01执5186号，执行法院为广州市中级人民法院。目前，该公司已存在多条被执行人信息及相关法律诉讼。
317,,14:53,即将于8月13日开始在波士顿举行的RR Auction拍卖会上，将会拍卖多款经典Mac设备和其他苹果纪念品。其中包括一台罕见、尚能运行的Apple-1电脑，由乔布斯亲笔签名的Apple II手册、乔布斯曾经穿过的皮革飞行员夹克等等。其中，由乔布斯亲笔签名的打印信件起拍价为1000美元。
316,,14:53,北向资金净流入达20亿元。
318,,14:53,国家卫健委：截至2021年8月2日，31个省（自治区、直辖市）和新疆生产建设兵团累计报告接种新冠病毒疫苗168868.3万剂次。
315,,14:58,腾讯云官方今天宣布，原定于8月18-19日举办的2021腾讯数字生态大会将延期举行，具体举办时间将视疫情防控情况再行通知。
314,,14:59,郑州市新冠肺炎疫情防控领导小组办公室：嵩山路以东、紫荆山路以西、陇海路以南、环翠路以北区域调整为封控区。封控区全体人员“只进不出、严禁聚集”，封控的第1、4、7天分别进行一次全员核酸检测。
313,,15:00,【国内商品期货收盘 螺纹跌超4%】国内商品期货收盘，能源化工和部分黑色领跌，热卷、螺纹等跌超4%，原油、LU等跌超3%，焦炭、纯碱等跌超2%，沪铜、国际铜等跌逾1%，白糖、红枣等小幅下跌；豆一等涨超2%，菜粕、玉米、铁矿等涨超1%，花生、豆粕等小幅上涨。
312,,15:01,"【收评：指数午后震荡走低，沪指跌0.47%；半导体、新能源产业链、资源股全线大跌；医药医疗板块逆势走高，智飞生物、康希诺等大涨】

三大指数午后震荡走低，截至收盘，上证指数跌0.47%，深证成指跌0.41%，创业板指跌0.46%；两市个股跌多涨少，超2000只个股下跌；两市全天成交额超1.4万亿，北向资金净流入超55亿。"
309,,15:02,A股收盘，三大股指集体下跌，沪指跌0.47%，深成指跌0.41%，创业板指跌0.46%，沪深两市成交额14161亿元，北向资金净流入17.99亿元。
310,,15:02,【欧股开盘波动不大】欧洲Stoxx 50指数涨0.15%，德国DAX 30指数跌0.15%，英国富时100指数跌0.1%，法国CAC 40指数涨0.25%。
311,,15:02,北向资金尾盘持续进场扫货，全天净买入17.99亿元，已连续5日净买入。
308,,15:03,瑞士第三季度消费者信心指数录得7.8，为2018年第二季度以来首次录得正值。
307,,15:04,机构评西班牙7月失业数据：西班牙劳工部周二公布的数据显示，西班牙7月份登记失业人数较上月下降5.47%。尽管新冠感染病例不断增加，但限制放松刺激了招聘的复苏。劳工部表示，该数据标志着失业人数连续第五个月下降，也是自1996年有记录以来最大单月降幅，打破前两个月的纪录。
306,,15:07,丰田汽车(TM.N)：7月份中国销量17.02万辆，同比增加2.8%。
305,,15:09,截至8月2日24时，江苏省累计报告南京禄口国际机场及其关联疫情确诊病例327例。（交汇点新闻）
304,,15:11,澳门特别行政区政府：今日下午3时30分起离境需要24小时内核酸检测阴性报告。
303,,15:11,北京海淀确诊病例封控区域8272人核酸检测全部阴性。（北京头条）
302,,15:12,SOHO中国(00410.HK)短线拉升， 现涨超20%。
301,,15:14,江苏相继派出专家组赴扬州、淮安、宿迁等市指导突发疫情处置。（交汇点新闻）
300,,15:15,国债期货收盘，10年期主力合约跌0.12%，5年期主力合约跌0.06%，2年期主力合约跌0.03%。
299,,15:17,据日本放送协会NHK：日本将优先向紧急状态地区供应阿斯利康疫苗。
298,,15:18,【三星SDI将为大众生产方形电池】据知情人士透露，三星SDI已获得大众汽车订单，将为其生产“统一化的方形电池（Unified Prismatic Cell）”。此前大众曾表示，将从2023年起引进这一电池实现降本。据悉，大众或将电池规格及功能计划交给三星SDI，由后者设计制造。暂未确定三星SDI是否为独家供应商。 (TheElec)
297,,15:20,【扬州回应物价大幅上涨 扬州市区蔬菜价格上涨50%】扬州市发改委：由于新冠疫情在我市的突然爆发、交通及人流的严格管控，造成农产品物流的短暂不畅供货减少、物流成本上升、批发市场价格上涨，市民的恐慌性购买量激增，加之不久前产地台风洪涝灾害影响产量减少、价格上升等等。与7月27日疫情发生前相比，昨日市区农贸市场蔬菜价格上涨50%左右；猪肉、水产、鸡蛋等也都显著上涨。但主副食品价格平稳；大型超市价格平稳，涨幅不大。（荔枝新闻）
296,,15:21,摩根大通：将英伟达(NVDA.O)目标价从176美元上调至215美元。
295,,15:21,法国兴业银行首席财务官表示，银行保留不良贷款准备金是一种谨慎的做法。
294,,15:23,【南京：本土确诊病例发病时间最早为7月13日】江苏省卫生健康委副主任周明浩介绍，截至8月2日24时，南京市累计报告本土确诊病例220例中，从发病时间看，发病时间最早为7月13日，13日至20日发病数有上升趋势，25—27日处于高峰平台期，之后发病数波动下降。（央视新闻）
293,,15:25,【预告】中国气象局定于8月4日（星期三）上午10：30召开8月新闻发布会，发布8月气候趋势预测及《中国气候变化蓝皮书》等内容，并回答记者提问。
292,,15:26,【蜂巢科技获千万美元融资 启明创投领投】记者获悉，北京蜂巢世纪科技有限公司（蜂巢科技）最新完成Pre-A轮千万美元融资。该轮融资由启明创投领投，创世伙伴资本、云启资本跟投。蜂巢科技是一家专注创新类消费电子产品的硬件公司，创始人夏勇峰曾任小米生态链副总裁。此前，蜂巢科技于2021年5月6日完成天使轮融资，领投方为小米集团和顺为资本。（证券时报）
291,,15:28,【“蜜月期”结束，民调显示美国总统拜登支持率下滑近10%】据美国中文网报道，周一公布的哈佛大学CAPS-Harris民意调查发现美国总统拜登的支持率下降到52%，比6月下降了10个百分点。虽然拜登的支持率在7月份呈下降趋势，但仍高于其前任川普， 后者在哈佛大学CAPS-Harris民意调查中从未突破50%的支持率。哈佛大学CAPS-Harris民意调查的联合负责人佩恩(Mark Penn)表示，拜登最新的支持率数字表明，他就职后的“蜜月期”已经正式结束。（国是直通车）
290,,15:29,江苏省卫生健康委：江苏淮安感染人员均为7月22日—7月27日参加单位组织的张家界旅游团同伴及其关联家人（10人参加旅游、2人为家庭密接），最早发病时间7月26日。
288,,15:30,【可口可乐NFT战利品箱以217.4 ETH价格完成拍卖】可口可乐 NFT 战利品箱已于OpenSea平台完成拍卖，拍卖成交价高达217.4541 ETH（约55万美元）。
289,,15:30,上海黄金交易所黄金T+D 8月3日（周二）收盘下跌0.28%报376.4元/克；上海黄金交易所白银T+D 8月3日（周二）收盘下跌0.64%报5286.0元/千克。
286,,15:31,【扬州确诊病例中60岁以上人群占到很大比重】江苏省卫生健康委副主任周明浩介绍，南京、扬州、淮安三个市本轮疫情都有明显的特点。南京主要为机场相关人员传播，扬州是棋牌室传播，淮安是参加旅行团传播。截至目前，三个市的病例绝大多数都在管控区域、管控人群中发现，此外，扬州确诊病例中，60岁以上人群占到很大比重。
287,,15:31,乌克兰总统：8月23日，乌克兰将从国际货币基金组织获得27亿美元。
285,,15:33,【港股恒大系持续走弱】港股恒大系持续走弱，中国恒大跌8.4%，恒大物业、恒大汽车跌近8%，恒腾网络涨0.6%。
284,,15:34,【江苏：南京本轮疫情确诊病例中机场工作人员占44%】江苏召开疫情防控新闻发布会，会上通报，截至8月2日24时，南京市累计报告本土确诊病例220例中，轻型82例、普通型132例、重型6例。从人员结构看，机场工作人员占44%，主要是保洁人员、地服人员等，密接占52%，机场旅客或经停史有8人。从发现来源看，来自集中隔离点占50%，居家隔离占16%，主动就医占5%，重点人员筛查占22%，社区筛查占7%。
283,,15:35,法国兴业银行CEO：对2021年持乐观态度，而对2022年将更加谨慎。
282,,15:36,江苏全面暂停进出南京、扬州的出租汽车（含网约车）业务，全面暂停所有进出南京、扬州的国内航班。（交汇点新闻）
281,,15:37,英国石油公司CFO：炼油利润率的回升所需的时间将超过石油和天然气价格回升所需的时间。
280,,15:37,【中新微评：每个孩子都是“王者”，他们的荣耀不能止于游戏】近日，有消息称网游是“精神鸦片”引发热议。这背后反映出游戏防沉迷工作的不足以及社会各界的担忧。把责任完全推给学校、游戏厂商或孩子监护人的任何一方都是不道德的。不妨“拿来主义”看看国外游戏分级，什么年龄段玩什么游戏。另外，学校、游戏厂商、家长等要多方合作，“劲往一处使”，引导孩子适度游戏。相信，他们的“荣耀”不止于游戏。
279,,15:37,太极实业：子公司中标长鑫新桥12英寸存储器晶圆制造基地二期项目EPC总承包项目，中标金额50.52亿元。
278,,15:39,【泉阳泉：股东拟减持公司不超3%股份】泉阳泉公告，股东赵志华及一致行动人计划15个交易日后的6个月内，以集中竞价、大宗交易方式减持公司股份不超过2145.59万股，即减持不超过公司股份总数的3%。
277,,15:40,【江苏：全省45371家棋牌室麻将馆已全部暂停营业】今天下午，江苏省召开新闻发布会，介绍新冠肺炎疫情防控有关情况。在新闻发布会上，江苏省公安厅党委副书记、常务副厅长尚建荣介绍，为阻断病毒传播，目前江苏全省45371家棋牌室麻将馆已全部暂停营业，已审批将于8月份举办的19场大型活动已全部举行或者延期。文娱场所、线下的培训机构已分别采取暂停营业措施。
276,,15:42,法国兴业银行副CEO：有利的股市环境将继续保持。
275,,15:42,【8月3日起暂停发售郑州至北京列车车票】记者3日从中国铁路郑州局集团有限公司郑州站了解到，按照严格进京管理联防联控协调机制防控政策要求，即日起，暂停发售郑州东站、郑州车站至北京地区车站（北京西、北京等）车票。（新华社）
274,,15:43,【房地产蓝皮书：2020年住房租金出现1998年以来首次负增长】8月3日，《房地产蓝皮书：中国房地产发展报告No.18（2021）》发布。蓝皮书指出，2020年住房租金出现1998年以来的首次负增长，租售价差进一步被拉大。从房地产市场的交易量和交易价格来看，2020年全国房地产市场总体上呈平稳发展态势，房地产销售的交易量和交易价格均有小幅增长。（新京报）
273,,15:46,【文化和旅游部办公厅发布关于全面加强当前疫情防控工作的紧急通知】通知指出，进一步落实A级旅游景区疫情防控要求。指导A级旅游景区严格落实“限量、预约、错峰”要求，严格控制游客接待上限。进一步加强旅行社业务监管。指导旅行社和在线旅游企业加强风险评估和研判，及时了解和掌握旅游目的地和客源地疫情形势，不组团前往高中风险地区旅游，不承接高中风险地区旅游团队，不组织高中风险地区游客外出旅游。（文旅之声）
270,,15:47,东京新增3709例新冠确诊病例。
271,,15:47,据市场监督管理总局8月3日消息，市场监管总局、国家税务总局发布关于进一步完善简易注销登记便捷中小微企业市场退出的通知。
272,,15:47,【汇顶科技：7月回购9万股】汇顶科技公告，2021年7月，公司通过集中竞价交易方式回购公司股份9万股，占公司总股本的比例为0.02%，购买的最高价为115.5元/股，最低价为111.96元/股，已支付的总金额为1031.25万元(含交易费用)。
269,,15:48,菲律宾比索兑美元涨0.5%，至49.650，为7月6日以来的最高水平。
268,,15:49,南京、扬州、宿迁已全部暂停各类文旅场所对外开放。（交汇点新闻）
267,,15:50,【银保监会：高标准农田建设项目商业保险总体上仍处于研究摸索阶段】银保监会发布对政协十三届全国委员会第四次会议第1262号提案的答复。回复称，关于开展高标准农田建设项目商业保险的建议很有意义，但根据财政部门反馈，从试点情况看，该类险种总体上仍处于研究摸索阶段，有关风险责任、损失概率、损失程度、责任认定等方面的数据积累仍然有限，实践中操作经验相对不足，能否长期可持续发展尚存不确定性，在全国范围内推广的条件尚不成熟，难以依靠财政补贴解决所有问题，且需要考虑补贴加大道德风险的可能性。
266,,15:51,市场分析师Robert Howard：如果英国央行周四出人意料地发出鹰派信号，市场可能会抛售更多英镑空头头寸。
265,,15:52,澳门特别行政区政府宣布进入即时预防状态。（澳门政府官网）
264,,15:54,【伟创电气：自2月起取得16项专利证书及1项软件著作权登记证书】伟创电气公告，公司自2021年2月起，公司取得国家知识产权局颁发的专利证书16项，其中发明专利5项、实用新型6项、外观专利5项；取得国家版权局颁发的计算机软件著作权登记证书1项。
263,,15:56,嘉澳环保：公司回购股份价格上限由不超过人民币27.5元/股调整为不超过人民币80元/股，用途调整为全部用于实施股权激励计划。
262,,15:57,【人民网评：文艺评论要做好“剜烂苹果”的工作】面对“刷分控评”等乱象，文艺评论有责任更有必要弘扬真善美、批驳假恶丑，不为低俗庸俗媚俗作品和泛娱乐化等推波助澜，做好“剜烂苹果”的工作。无论线上线下，不管传统现代，文艺评论都要有力引导舆论、市场和大众，不能在市场经济大潮中迷失方向，也不能在技术进步趋势中缺位失位，绝不给错误内容提供传播渠道。
261,,15:57,教育部等九部门：从2021年起，每年为中西部欠发达地区中小学校定向培养1万名左右师范生。（澎湃）
260,,15:58,【宝信软件：若干董事及高管拟合计减持不超33万股】宝信软件公告，公司董事长夏雪松，董事、总经理王剑虎，副总经理周建平，副总经理宋健海，副总经理陈健，副总经理胡国奋，财务总监、董事会秘书吕子男等董事、高级管理人员拟自本减持计划公告之日起15个交易日后的6个月内(窗口期不减持)，在符合上市公司董监高减持规定的前提下，通过集中竞价方式，合计减持不超过33万股股份(占公司总股本的0.0220%)，上述董事、高级管理人员本次减持股份均不会超过其各自持有公司股份总数的25%。
259,,16:00,中证指数有限公司：中证指数有限公司将于2021年8月25日正式发布中证沪港深芯片产业指数和中证高端制造质量成长50指数。
258,,16:00,伦敦金属交易所(LME)：铝库存减少7425吨，铜库存减少650吨，镍库存减少2052吨，铅库存减少375吨，锡库存持平，锌库存减少75吨。
257,,16:00,哔哩哔哩美股盘前跌超9%。
256,,16:01,中概互联网内容概念股盘前齐跌，网易跌近10%，哔哩哔哩跌超8%，爱奇艺跌1%，虎牙、斗鱼跌超6%。
255,,16:02,Translate Bio(TBIO.O)盘前涨超31%，赛诺菲(SNY.O)盘前涨0.78%，赛诺菲将以38美元/股的价格收购Translate Bio，在疫苗和治疗发展中推进mRNA技术的发展。
253,,16:04,【太极实业：子公司中标约50.52亿元晶圆制造基地EPC总承包项目】 太极实业晚间公告，公司子公司十一科技为长鑫新桥12英寸存储器晶圆制造基地二期项目EPC总承包的中标单位，中标金额50.52亿元，工期667天。同日，太极实业还公告称，截至昨日，大基金通过集中竞价方式累计减持公司股票1053.10万股，占公司总股本的0.50%，本次减持计划实施数量已过半。
254,,16:04,【澳门宣布进入实时预防状态】澳门特别行政区政府官网：根据新型冠状病毒感染应变协调中心的评估，澳门面临新型冠状病毒肺炎小区传播及爆发的风险极高，为防止新型冠状病毒在澳门的传播，保障市民生命及财产安全，宣布澳门特别行政区于2021年8月3日下午3:30起进入第11/2020号法律《民防法律制度》第八条(三) 项所指的实时预防状态。
252,,16:05,美、布两油期货短线走高0.2美元，WTI原油期货报75.57美元/桶，布伦特原油期货报73.19美元/桶。
251,,16:06,8月3日0时至15时，北京无新增本地新冠肺炎确诊病例。（北京日报）
250,,16:06,奔驰与GROB将从2025年开始研发未来的电池系统。
249,,16:07,英国石油(BP.N)盘前涨近4%，第二季度同比扭亏为盈，计划回购14亿美元的股票。
248,,16:08,永利股份：持股6.7736%股东黄晓东计划6个月内减持不超过1.7741%。
247,,16:09,香港恒生指数收跌0.16%，恒生科技指数跌1.47%。游戏股大跌，网易跌7.77%，腾讯控股跌6.11%，哔哩哔哩跌3.44%。
246,,16:10,【和邦生物：股东省盐总公司拟6个月内减持不超过2%】和邦生物公告，持股7.93%股东四川省盐业总公司计划6个月内减持不超过2%。
245,,16:11,【北京全面升级首都国际机场大兴国际机场防控措施】北京市委宣传部副部长、市政府新闻发言人徐和建表示， 北京市疫情防控压力持续增大，全市要扎紧篱笆，不惜代价，严防死守，以最快的速度、最严格的措施，最果断的行动进行防控，全面升级首都国际机场、大兴国际机场防控措施。（北京青年报）
244,,16:13,【网易游戏开展暑期网络环境整治行动：防护系统迭代升级】网易游戏宣布，启动2021年“暑期未成年网络环境专项整治”活动。坚决打击危害未成年人身心健康的网络问题，为青少年营造健康绿色的网络环境，除了游戏账号实名认证，针对未成年人游戏时间、游戏消费也进行合理限制。网易已有的防沉迷系统也将借暑期专项行动进行再升级，网易游戏将在未成年人逃避防沉迷认证的识别方面添加行为认定等更多技术识别手段，提升鉴别准确率，实现更为严格的管控。
243,,16:14,【杉杉锂电20万吨负极材料项目落地四川眉山】眉山市彭山区与上海杉杉锂电材料科技有限公司通过云签约方式签订了年产20万吨锂电池负极材料一体化基地项目合作协议。根据协议，项目固定资产投资80亿元，建设年产20万吨锂电池负极材料一体化基地。项目建设周期32个月，项目分两期建设，各为10万吨，建设周期各为16个月，达产后将有助于眉山新能源产业集成发展。
242,,16:14,【创业板上市委：光庭信息等3家公司首发8月10日上会】创业板上市委员会定于8月10日召开审议会议，审核武汉光庭信息技术股份有限公司、重庆市紫建电子股份有限公司、诚达药业股份有限公司的首发事项。
241,,16:14,铁路部门：对郑州等23个地区车站出发旅客采取限制进京防控措施。（北京日报）
240,,16:14,【今日全国碳市场收盘价53.44元/吨 较前一日上涨2.79%】今日全国碳市场碳排放配额（CEA）挂牌协议交易成交量45005吨，成交额2405040.00元，开盘价48.00元/吨，最高价57.00元/吨，最低价48.00元/吨，收盘价53.44元/吨，收盘价较前一日上涨2.79%。今日无大宗协议交易。今日全国碳排放配额（CEA）总成交量45005吨，总成交额2405040.00元。
239,,16:14,【李小加创办“滴灌通”平台启动 将国际资本引入国内小微企】由港交所前行政总裁李小加、东英金融前行政总裁张高波共同创办的“滴灌通”今天宣布，连接国内小微企业和全球资本的投资平台正式启动。（香港经济日报）
238,,16:14,【伊朗最高领袖哈梅内伊批准任命莱希为伊朗总统】当地时间8月3日，伊朗最高领袖哈梅内伊批准任命莱希为该国新任总统。伊朗当选总统莱希的就职典礼将于当地时间8月5日举行。
236,,16:15,阿尔特：上半年实现净利润1.04亿元，同比增长179.17%。
237,,16:15,【宇通客车：7月销售同比减少11.74%】宇通客车公布2021年7月份产销数据快报 ，2021年7月份生产量3306辆，同比减少2.62%；销售量2803辆，同比减少11.74%；1-7月，累计生产量23373辆，同比增长27.91%；累计销售量23391辆，同比增长29.42%。
235,,16:17,【厦门钨业：所属子公司将于8月5日在科创板上市】厦门钨业公告，所属子公司厦门厦钨新能源材料股份有限公司首次公开发行股票并在科创板上市，上市时间为2021年8月5日。
233,,16:18,【铁路部门：郑州等23个地区车站出发旅客限制进京】今日，在北京市新型冠状病毒肺炎疫情防控工作第230场新闻发布会上，中国铁路北京局集团有限公司疫情防控办公室客运组主任崔巍介绍，铁路部门决定对郑州、南京、扬州、沈阳、大连、淮安、宿迁、厦门、商丘、黄冈、荆州等23个地区车站出发的旅客采取限制进京防控措施，暂停发售到达北京地区车站的车票。
234,,16:18,厦门钨业：控股子公司厦钨新能股票将于8月5日在科创板上市。本次发行后，公司仍直接持有厦钨新能总股本的45.97%，对其具有控制权，合并其财务报表。
232,,16:20,和利时自动化(HOLI.O)盘前涨近20%，董事会正在评估由Superior Emerald (Cayman) Limited发出的收购要约，每股要约价格为23.00美元。
231,,16:20,【华海药业：子公司的HB0030注射液获药物临床试验许可】华海药业公告，公司的下属子公司上海华奥泰及华博生物收到国家药品监督管理局核准签发的HB0030注射液的《药物临床试验批准通知书》。
230,,16:21,中广天择：根据公司超高清视频生产基地建设及业务发展需求，拟以银行贷款向长沙视谷公司购买演播厅及配套，交易价格为2.34亿元。
229,,16:22,鼎胜新材：股东普润平方和普润平方壹号拟合计减持不超过4%。
228,,16:22,【北京：对郑州、张家界等23个地区车站出发的旅客限制进京】8月3日，北京市第230场新型冠状病毒肺炎疫情防控工作新闻发布会召开。记者从发布会上获悉，中国铁路北京局集团有限公司疫情防控办公室客运组主任崔巍介绍，决定对郑州、南京、淮安、大连、长沙、湘潭等23个地区车站出发的旅客采取限制进京防控措施，暂停发售到达北京地区车站的车辆车票。（北京青年报）
226,,16:23,纳指期货涨0.39%，道指期货涨0.21%，标普500指数期货涨0.32%。
227,,16:23,【国资委：要积极探索信息化与业务深度融合 稳步推进监督追责信息系统建设】国资委监督追责局7月28日在京举办中央企业违规经营投资责任追究工作研讨班暨国有资产监督追责信息系统应用培训班。会议强调，国资央企要切实提高政治站位，坚决扛起履职主体责任；要切实强化协同配合，不断提升国有资产监管效能；要切实做强违规追责，使监督机制“带电”“长牙”。同时，要积极探索信息化与业务深度融合，稳步推进监督追责信息系统建设，为加快国资国企改革发展提供信息化支撑。
225,,16:24,【阿尔特：上半年净利润同比增长179%】 阿尔特晚披露业绩快报，2021年上半年，公司实现营业总收入6.12亿元，较上年同期增长82.47%；净利润1.04亿元，较上年同期增长179.17%。报告期内，公司业务量增加，经验收后确认的收入较上期增加较多所致。
224,,16:24,【英飞凌：芯片库存触及历史最低水平 正不断增产】德国芯片制造商英飞凌周二表示，由于最新一波疫情干扰到工厂生产，芯片库存触及历史最低水平，公司正在尽力应对芯片市场极度紧张的局面，同时正在不断增加更多产能。公司CEO因哈德·普洛斯（Reinhard Ploss）表示，“（芯片）库存处于历史低点，我们的芯片正从晶圆厂直接运往终端设备厂。英飞凌位于马来西亚的生产基地受疫情影响尤为严重。” (网易科技)
223,,16:25,【聚力文化：股东余海峰等被实施市场禁入措施】聚力文化公告，公司持股9.45%的股东余海峰及相关当事人被中国证监会浙江监管局采取市场禁入措施。余海峰曾担任公司董事、董事长，目前未担任公司的董事、监事、高级管理人员职务。
222,,16:26,据日本TBS电视台：日本埼玉县新增1053例新冠肺炎确诊病例，单日增幅创新高。
221,,16:28,【传特斯拉得州工厂最快下周试产测试用Model Y】据内部人士透露，特斯拉位于美国得克萨斯州超级工厂似乎已经准备好开始生产跨界车Model Y，该设施最快可能下周进行生产测试。这位消息人士表示，特斯拉预计最早将于下周生产首辆测试专用Model Y。这意味着，这辆车可以正常操作，但不能在街道上行驶。“符合道路行驶要求”的Model Y可能会在两个月后开始生产。特斯拉可能会在第三季度末或第四季度初正式开始生产Model Y。
220,,16:29,【汇丰分析师前瞻英国央行利率决议：料英国央行保持鸽派立场】英镑或面临下行风险预计此次会议不会出现鹰派转变。因此，在出现鸽派立场后，英镑兑美元可能面临下行压力。英镑仍在某种程度上适应全球风险偏好，因此其命运可能在一定程度上取决于这一因素。此外，由于德尔塔毒株迅速传播，此前取消限制措施并未能提振英镑。此次会议谨慎的基调可能会很突出，因为不确定性仍然很高，大多数决策者认为通胀上升是暂时的。目前市场价定价利率将在2022年5月上涨15个基点，因此若英国央行重申其谨慎的基调，可能会给英镑带来下行风险。
218,,16:30,【巴西对无缝合金钢瓶反倾销案作出终裁】近日，巴西外贸委员会在《联邦政府公报》上发布对原产于中国的无缝合金钢瓶反倾销案终裁公告，决定征收0-64.41美元/件的反倾销税，为期5年。涉案产品南共市税号为73110000。
219,,16:30,永艺股份：拟以2500万元-5000万元回购股份，回购价格不超过人民币15.90元/股，本次回购的股份拟全部用于实施公司员工持股计划。
215,,16:32,中国恒大在港交所公告称，7月合约销售额437.8亿元人民币。
217,,16:32,在岸人民币兑美元8月3日16:30收盘报6.4649，较上一交易日下跌40点。
216,,16:32,恒大集团：2021年7月份，本集团物业实现合约销售金额437.8亿元人民币，合约销售面积543.5万平方米。2021年1月份至7月份，本集团物业累计实现合约销售金额4005.6亿元人民币，合约销售面积4844.9万平方米。
214,,16:34,【中汽协：7月份中国汽车经销商库存预警指数为52.3% 位于荣枯线之上】据中汽协，7月31日，中国汽车流通协会发布的最新一期“中国汽车经销商库存预警指数调查”VIA显示，2021年7月汽车经销商库存预警指数为52.3%，同比大幅下降10.4个百分点，环比下降3.8百分点，库存预警指数位于荣枯线之上。
212,,16:36,【阿里投资的土耳其电商Trendyol计划融资15亿美元】据知情人士透露，目前Trendyol正在谈判从General Atlantic和SoftBank Group Corp.等在内的投资者那里筹集约15亿美元，最快可能在下周完成交易。外媒称，此次融资将使Trendyol成为土耳其唯一一家估值超过100亿美元的“独角兽”企业，其估值在今年早些时候达到了94亿美元。当时其最大股东阿里巴巴向其投资3.5亿美元，对后者的持股比例提升到86.5%。
211,,16:36,【弘信电子：股东邱葵拟减持不超1.46%股份】弘信电子公告，持有公司股份691.81万股(占公司总股本比例为1.69%)的股东邱葵计划通过集中竞价或大宗交易的方式减持公司股份，减持期间为公司发布减持计划公告之日起的3个交易日后的6个月内。预计所减持数量合计不超过600万股，即不超过公司当前总股本的1.46%。
